Region,Council,Swim site,Date,Time,Water temperature (°C),Latitude,Longitude
Sydney City,Waverley Council,Bondi Beach,29/04/2024,06:52:00,20,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,29/04/2024,07:17:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/04/2024,09:18:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,29/04/2024,07:44:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,29/04/2024,09:43:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,29/04/2024,09:14:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),29/04/2024,08:10:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,29/04/2024,08:00:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,29/04/2024,10:16:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,29/04/2024,08:35:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,29/04/2024,08:57:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,23/04/2024,09:39:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,23/04/2024,07:15:00,20,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,23/04/2024,06:40:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),23/04/2024,07:35:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,23/04/2024,07:28:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,23/04/2024,08:45:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,23/04/2024,08:20:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,23/04/2024,10:02:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/04/2024,09:01:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,23/04/2024,07:54:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,23/04/2024,06:55:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,18/04/2024,09:20:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,18/04/2024,07:03:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/04/2024,08:55:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),18/04/2024,07:55:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,18/04/2024,07:43:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,18/04/2024,08:40:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,18/04/2024,10:03:00,22,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,18/04/2024,07:27:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,18/04/2024,08:13:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,18/04/2024,08:45:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,18/04/2024,06:41:00,20,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,12/04/2024,07:03:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),12/04/2024,07:57:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,12/04/2024,07:47:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,12/04/2024,09:58:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,12/04/2024,10:25:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,12/04/2024,06:44:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,12/04/2024,09:01:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,12/04/2024,09:20:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,12/04/2024,08:26:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,12/04/2024,07:29:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/04/2024,09:30:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,08/04/2024,09:38:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,08/04/2024,10:15:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,South Maroubra Beach,08/04/2024,10:00:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),08/04/2024,08:39:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,08/04/2024,09:06:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,08/04/2024,07:54:00,19,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,08/04/2024,07:29:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,08/04/2024,11:09:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,08/04/2024,08:20:00,19,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,08/04/2024,10:46:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,08/04/2024,07:00:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,04/04/2024,10:51:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,04/04/2024,12:10:00,19,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,04/04/2024,12:24:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,04/04/2024,11:45:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,04/04/2024,10:47:00,20,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,04/04/2024,11:55:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,04/04/2024,10:09:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),04/04/2024,11:38:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,04/04/2024,10:22:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,04/04/2024,11:05:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,04/04/2024,11:21:00,19,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,27/03/2024,08:10:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,27/03/2024,09:35:00,22,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,27/03/2024,07:40:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,27/03/2024,09:20:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,27/03/2024,07:20:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,27/03/2024,09:45:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,27/03/2024,10:10:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),27/03/2024,08:35:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,27/03/2024,08:25:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,27/03/2024,10:10:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,27/03/2024,08:50:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/03/2024,09:43:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),21/03/2024,08:15:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,21/03/2024,07:00:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,21/03/2024,11:00:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,21/03/2024,09:10:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,21/03/2024,11:15:00,22,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,21/03/2024,07:30:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,21/03/2024,09:35:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,21/03/2024,08:00:00,20,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,21/03/2024,06:30:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,21/03/2024,08:40:00,21,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,15/03/2024,07:41:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,15/03/2024,08:30:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,15/03/2024,07:29:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,15/03/2024,08:56:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,15/03/2024,08:34:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,15/03/2024,08:12:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,15/03/2024,07:50:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,15/03/2024,09:11:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),15/03/2024,07:58:00,23,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,15/03/2024,07:16:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,15/03/2024,08:25:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,11/03/2024,08:17:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,11/03/2024,08:49:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,11/03/2024,09:48:00,24,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,11/03/2024,09:28:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,11/03/2024,09:23:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,11/03/2024,09:09:00,23,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,11/03/2024,10:11:00,23,-33.979882000,151.251417000
Sydney City,Waverley Council,Tamarama Beach,11/03/2024,08:02:00,22,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,11/03/2024,07:40:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,11/03/2024,08:29:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),11/03/2024,08:37:00,23,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,05/03/2024,07:30:00,22,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,05/03/2024,07:15:00,21,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,05/03/2024,06:57:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,05/03/2024,08:57:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,05/03/2024,08:26:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,05/03/2024,07:42:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,05/03/2024,09:22:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),05/03/2024,07:51:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,05/03/2024,08:33:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,05/03/2024,08:04:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/03/2024,08:30:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,28/02/2024,08:09:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,28/02/2024,09:06:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,28/02/2024,07:39:00,22,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,28/02/2024,07:23:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,28/02/2024,09:51:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,28/02/2024,09:30:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,28/02/2024,09:09:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,28/02/2024,08:53:00,23,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),28/02/2024,08:17:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,28/02/2024,08:31:00,23,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,28/02/2024,07:54:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,16/02/2024,08:17:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,16/02/2024,09:38:00,22,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,16/02/2024,07:26:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,16/02/2024,09:08:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,16/02/2024,07:48:00,22,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,16/02/2024,08:03:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,16/02/2024,09:19:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/02/2024,09:22:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,16/02/2024,09:57:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),16/02/2024,08:29:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,16/02/2024,08:38:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),12/02/2024,08:48:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,12/02/2024,07:47:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,12/02/2024,09:26:00,23,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,12/02/2024,09:04:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/02/2024,09:53:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,12/02/2024,10:31:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,12/02/2024,10:10:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,12/02/2024,09:38:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,12/02/2024,08:06:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,12/02/2024,08:36:00,22,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,12/02/2024,08:24:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,06/02/2024,09:27:00,22,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,06/02/2024,08:01:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,06/02/2024,09:06:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),06/02/2024,08:21:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,06/02/2024,08:34:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,06/02/2024,07:46:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/02/2024,09:10:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,06/02/2024,08:54:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,06/02/2024,08:11:00,22,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,06/02/2024,07:29:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,06/02/2024,09:47:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,31/01/2024,07:42:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,31/01/2024,09:15:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,31/01/2024,08:53:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,31/01/2024,08:16:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,31/01/2024,08:35:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,31/01/2024,07:14:00,23,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,31/01/2024,09:28:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,31/01/2024,07:55:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,31/01/2024,08:49:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),31/01/2024,08:03:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,31/01/2024,07:28:00,23,-33.900805000,151.270734000
